0.351923	1911.677	21.29005	21.71287
1.407133	9832.862	639.9093	639.9379
0.670825	4184.502	89.0168	89.15963
2.060725	16396.8	965.9244	965.9465
1.2788	8773.995	480.9465	480.983
0.594975	3594.941	100.5647	100.6834
0.591752	3640.017	76.32815	76.48392
0.4939	2827.385	68.16739	68.32582
0.275583	1445.32	34.45711	34.69151
0.458492	2693.839	31.82385	32.14893
0.426373	2446.345	42.08778	42.32504
0.172254	860.6744	6.196455	7.199246
1.190859	9101.652	338.9045	338.9547
0.856909	5578.994	99.55741	99.70256
2.072464	17189.43	825.1253	825.1512
0.069207	325.3348	0.8569557	3.368118
0.075457	347.6842	2.644506	4.215972
0.246205	1278.16	11.01635	11.69569
1.281763	9056.726	236.2142	236.2885
1.414423	10726.09	292.6854	292.7481
0.491396	2956.943	67.84952	68.00827
0.881465	5958.445	171.1531	171.2388
0.416055	2323.775	47.45295	47.66088
0.165609	816.7331	5.074239	6.244976
1.356652	9416.58	394.3393	394.385
0.703507	4667.924	249.7281	249.7803
0.317996	1713.991	13.87863	14.489
0.536337	3157.282	51.01656	51.23748
0.111065	536.9609	2.924531	4.506737
0.827637	5342.178	146.1296	146.2267
0.426852	2366.549	50.45839	50.65657
0.037102	167.3112	1.06739	3.297406
2.180699	17273.61	674.4455	674.4777
0.220058	1131.703	7.233876	8.188871
1.261418	9301.701	310.0534	310.1097
1.237613	8728.598	546.9108	546.9424
0.655367	4004.624	134.2931	134.3866
0.454601	2599.867	133.141	133.2187
0.134128	655.7	8.3305	9.043656
1.184248	8492.417	196.8721	196.9582
0.139912	683.9046	6.313602	7.239515
1.321891	9656.177	307.6112	307.6691
0.309064	1663.624	12.37791	13.04976
0.125556	607.743	3.22937	4.752289
0.309941	1676.67	16.15807	16.67901
1.180988	8416.553	290.2261	290.2844
0.594096	3596.33	43.31007	43.58458
1.602964	13314.41	722.4806	722.5073
0.861814	5536.834	155.8946	155.9876
0.326117	1750.056	18.9117	19.36947
0.46144	2557.639	61.74344	61.91219
1.02091	7246.344	295.2517	295.3052
0.803504	4856.571	237.6163	237.6751
0.826196	5080.095	237.6423	237.702
0.306683	1627.163	18.98347	19.42663
1.094321	7411.215	299.9468	300.0012
1.187455	8673.791	396.9168	396.9595
0.453873	2617.839	38.29278	38.56195
0.984803	7015.25	294.0704	294.1231
0.214461	1088.038	7.186321	8.137633
0.748114	4658.764	105.6297	105.7572
0.505346	2996.581	32.64522	32.97876
0.295193	1647.282	37.13126	37.35576
0.392334	2229.	41.10455	41.33737
0.257824	1352.134	16.78697	17.24937
0.615107	3857.411	81.56377	81.7126
0.743287	4829.389	86.05288	86.20883
0.752352	4856.845	96.96174	97.10106
0.414463	2339.533	20.98464	21.44978
0.319208	1702.365	14.08253	14.68549
0.399952	2171.934	40.16424	40.40481
1.370255	9726.351	363.4914	363.5412
0.381363	2154.576	29.60459	29.92246
0.680994	4284.151	79.97127	80.13149
0.377491	2083.887	35.72176	35.9843
1.076048	6650.318	533.6361	533.6664
0.523816	3090.538	34.58872	34.90971
0.602873	3729.705	74.09937	74.26141
1.288035	8803.605	330.7601	330.8133
0.332663	1808.447	22.06694	22.46423
0.754006	4546.467	167.3666	167.4475
0.620905	3748.817	58.55562	58.76378
0.081354	380.7228	0.7197036	3.38535
0.107795	514.9098	1.231843	3.631182
1.841233	14406.59	438.0132	438.0599
0.338428	1851.617	14.4119	15.01806
0.25901	1362.016	8.72015	9.581803
0.787513	5104.181	238.4999	238.558
0.610337	3799.445	47.13032	47.38636
1.205815	8269.628	355.8882	355.9362
1.29778	9405.14	374.9468	374.994
0.442981	2547.403	35.9445	36.22753
2.321617	19283.44	1468.007	1468.022
0.704755	4660.293	191.0423	191.1106
0.509052	2956.851	47.67497	47.90486
0.334229	1820.861	19.2363	19.6918
0.849132	5223.354	272.0623	272.1152
0.238744	1235.646	10.93899	11.61428
0.278321	1463.716	13.36713	13.96282
0.557454	3307.927	40.4476	40.73165
0.325776	1772.832	22.83069	23.2111
0.622403	3756.985	125.1563	125.2539
0.487721	2757.304	40.37866	40.6438
0.268776	1428.152	22.31202	22.66837
0.356246	1982.692	35.27833	35.53664
0.497144	2808.118	162.8629	162.9295
1.188944	8134.043	310.5238	310.5785
