1	3179.0292562068266	0.038214953070738356	0.536242	3147.4162722791375
2	5598.86814107714	0.08179324066955886	0.853627	6073.7858052170905
3	6099.7220757149935	0.07987134266862829	0.915209	5145.266026535777
4	6259.630185484994	0.01960963613797249	0.934648	6235.840961316744
5	7854.12287801569	0.03767972058120182	1.12349	8483.587317169575
6	10627.623785674401	0.06659690649602312	1.43565	9710.975885091913
7	10882.769551712297	0.06669248810919425	1.46357	10030.608475323052
8	13089.76274382591	0.06450449677938935	1.70072	11521.233804934434
9	15128.469106667495	0.06387241313554592	1.91399	14686.59149029313
10	17780.305793005668	0.06312623954829782	2.18488	17502.449885310438
11	17781.494442028605	0.06400102050663989	2.185	19904.668172406065
12	17781.98971589965	0.03534816944676387	2.18505	17747.364715923333
13	18092.32711330128	0.06728145189812594	2.21634	17445.68370742573
14	20645.074150727785	0.04015948390711357	2.47092	20712.893819701076
15	20645.68132600399	0.03805415202780284	2.47098	20777.437901135745
16	20651.652015670417	0.0393871698218887	2.47157	20758.127379911322
17	21691.610711350215	0.06358361739900655	2.57398	23220.984354422653
18	22744.41257271826	0.04127232909161658	2.67697	23046.795713573563
19	24252.199584827107	0.06453211929431449	2.82336	24270.13428748105
20	27391.623555497277	0.06664909486046353	3.12443	28500.177887526377
21	28677.988786256283	0.06645192396677116	3.24649	29191.35581276337
22	32637.552646141925	0.16545657714145293	3.61809	32420.500484337008
23	34007.333365065686	0.06925571470678558	3.74534	33554.990693896056
24	35385.5231438068	0.07118644870185527	3.87276	34076.61321462727
25	38465.81309754499	0.07158316945025535	4.1555	35215.15175512367
26	40140.68049490988	0.0726164669881859	4.30814	41582.49035606202
27	40140.79048361229	0.06147700081860142	4.30815	40790.17639613413
28	40144.200150153694	0.07265413642316776	4.30846	40529.458966980645
29	41822.65315039204	0.09310752616329503	4.46071	42336.168909976885
30	41822.763643286045	0.07893873857629737	4.46072	39924.757678008566
31	45665.648008943186	0.07612571304233148	4.80682	47146.339039311264
32	49923.60829938148	0.08193447691604266	5.18667	44007.85268886848
