1	3162.8113555665655	0.05553669306060852	0.533966	3129.7824517990903
2	9827.39764051297	0.0652321642401584	1.3473	9579.207812649705
3	22720.21229580434	0.11549580702489368	2.67461	21702.31485061018
4	23306.60162456547	0.11599652484120049	2.7317	23269.57981868889
5	26087.724874778043	0.10871784874170881	2.99996	24726.211984954552
6	26867.390209507892	0.12001124448681941	3.07448	26549.288383173767
7	29348.71985568337	0.1232014245225774	3.30986	30393.76144149795
8	32960.4176786517	0.12784916802888693	3.64814	29924.913127307715
9	34721.2587783451	0.12982508210359578	3.81142	34314.96066410414
10	41698.59004287037	0.1473355052974598	4.44948	48902.34169691381
11	60939.59613795122	0.16254470057124543	6.15464	76318.24703860345
12	61298.66990499075	0.17399383746477937	6.18588	58127.45281473261
