1	3162.8113555665655	0.02563401190735042	0.533966	3147.5662398457175
2	9827.39764051297	0.023040094768902147	1.3473	9739.736634301455
3	22720.21229580434	0.06455901143858805	2.67461	22151.23533897477
4	23306.60162456547	0.06455772497940976	2.7317	23285.997183481624
5	26087.724874778043	0.04423540991737681	2.99996	25533.748858087154
6	26867.390209507892	0.064893780664387	3.07448	26695.382742746435
7	29348.71985568337	0.06739323561564795	3.30986	29920.37504631021
8	32960.4176786517	0.06939948611694677	3.64814	31312.67558367516
9	34721.2587783451	0.06983370477277172	3.81142	34502.70854059523
10	41698.59004287037	0.07110645430388735	4.44948	45175.23497492955
11	60939.59613795122	0.08675960207146931	6.15464	69148.08049854601
12	61298.66990499075	0.10624040833543423	6.18588	59362.32892016977
