1.024768	6226.884	406.5732	406.6121
0.338676	1799.665	48.62969	48.81282
0.392995	2091.616	90.03013	90.13676
1.081128	8005.863	512.8652	512.8969
0.95478	6780.362	422.8201	422.8563
0.718335	4495.239	202.5666	202.6317
0.132452	640.0395	7.150367	7.96695
0.674772	4466.684	204.2281	204.2906
0.356246	1995.422	68.92191	69.05449
1.143978	7596.117	521.8725	521.9044
0.821575	4725.928	331.4367	331.4793
0.625633	3996.399	170.7863	170.8581
0.320691	1731.41	73.17226	73.29096
0.34781	1926.835	92.26885	92.36676
0.442612	2554.565	84.23712	84.35823
0.202447	1013.084	18.11894	18.50809
0.72198	4789.09	204.3463	204.4111
0.219666	1105.797	30.69601	30.93482
0.297509	1515.816	68.46012	68.58259
0.065107	305.4433	1.805595	3.709153
0.359883	2027.264	69.93051	70.06183
0.847007	5457.56	344.5347	344.5764
0.457298	2522.184	73.74657	73.88724
0.157191	777.2639	11.79509	12.33475
0.220525	1108.38	25.57878	25.86532
0.105464	509.1028	7.02368	7.806161
0.331976	1746.997	74.9471	75.06492
0.629632	3582.438	166.0195	166.0936
0.898071	6080.629	366.24	366.2805
0.120373	581.0144	4.484424	5.667741
0.636399	3937.103	148.4214	148.5047
0.068203	315.1076	2.372453	4.026276
0.128018	632.2238	11.54585	12.06356
1.62843	13245.22	986.1594	986.1792
0.186426	898.5741	28.51907	28.76032
0.656524	4272.608	242.3296	242.3815
0.483791	2625.009	115.6133	115.7058
0.410042	2305.981	119.5768	119.6588
0.428384	2335.785	94.08392	94.19056
0.556775	3315.222	106.9613	107.0689
0.316188	1794.944	43.85588	44.05231
0.735298	4296.28	303.9458	303.9898
0.372024	2119.52	104.3018	104.3914
0.08415	398.4626	4.973212	5.979307
0.319148	1779.599	67.52715	67.65545
0.74854	4687.945	209.4692	209.5336
0.501082	2952.348	168.9374	169.0018
0.892409	6014.548	353.6934	353.7351
0.43219	2508.607	127.7919	127.8708
0.202577	991.5612	25.68744	25.96346
0.164007	817.5338	16.62449	17.0171
0.396647	2133.158	66.21278	66.35837
0.172539	811.8668	25.7721	26.03155
0.316264	1677.015	53.82924	53.98941
0.392746	2171.719	71.34452	71.47898
0.984322	6199.526	538.57	538.5988
0.376158	2055.124	98.07504	98.1708
0.196137	982.3126	11.89309	12.47109
0.756982	5350.686	371.629	371.6655
0.510074	3247.331	208.0795	208.1324
0.166524	805.78	14.85414	15.29452
0.827255	5141.598	422.9345	422.968
0.447273	2721.797	158.0656	158.1305
1.447309	10059.71	800.0757	800.0989
0.251443	1340.218	40.75136	40.94193
0.729313	4512.643	329.3597	329.4001
0.395739	2312.51	82.26534	82.38243
0.165547	777.3641	21.77642	22.07856
0.11148	541.5755	5.574784	6.545793
0.121365	593.8902	6.496294	7.364936
0.433593	2497.681	67.58283	67.73213
0.334503	1762.368	55.15957	55.32013
0.498868	3026.571	100.0712	100.1798
0.695261	4582.06	236.8938	236.9486
1.184887	8175.705	559.1927	559.2231
0.426894	2258.176	146.9624	147.0306
0.340789	1858.652	41.42877	41.64423
0.532591	3317.533	229.1839	229.233
0.324816	1792.665	34.52122	34.77363
0.231124	1224.531	46.94171	47.10148
0.145961	701.0602	16.37207	16.75588
0.13271	632.9429	10.72584	11.28695
0.180001	865.0827	10.34679	10.98637
0.213655	1122.275	25.89905	26.17855
0.257824	1335.394	20.49273	20.8732
0.196853	1003.2	15.21452	15.6711
0.546699	3057.595	105.6233	105.7312
0.759276	4476.922	221.0671	221.1285
0.643108	4010.967	325.8562	325.8944
0.446075	2813.251	183.7054	183.7612
0.452318	2626.911	114.1165	114.207
0.903931	5935.985	336.5918	336.636
0.413241	2288.681	110.2664	110.3558
0.225359	1117.301	17.26789	17.69325
0.107795	520.6113	8.47645	9.138832
0.429236	2350.769	68.40638	68.55312
0.432717	2484.431	63.64356	63.80191
0.228539	1173.623	23.84004	24.15169
0.371	1974.994	118.3976	118.4764
0.683076	4721.298	218.3445	218.4033
0.339367	1876.58	38.58127	38.81208
0.496062	2913.21	124.8444	124.9312
0.583943	3668.249	256.8335	256.8795
0.343257	1892.748	63.10035	63.24252
0.234129	1235.643	21.37653	21.727
0.720223	4368.679	186.3674	186.4383
0.066845	302.4957	2.724552	4.238913
1.259426	9327.902	666.7654	666.7916
1.460194	11340.51	895.1915	895.2122
1.016752	6865.622	409.8589	409.8973
0.377491	2025.114	67.33201	67.47166
0.102424	498.2555	8.945698	9.567975
0.822126	4845.275	378.1551	378.1925
0.641853	3844.093	290.1545	290.1973
0.453598	2824.219	193.3011	193.3546
0.625281	3969.073	145.7478	145.8319
0.635336	3915.553	247.4735	247.5235
0.135253	658.2865	9.409513	10.0479
1.096566	7737.134	535.3099	535.3405
0.486533	2799.049	129.1945	129.2775
0.762268	4658.186	315.4202	315.4634
0.21094	1060.842	31.61359	31.84182
0.443123	2730.377	166.6352	166.6965
0.264435	1406.607	36.0489	36.26895
0.270125	1442.994	33.3454	33.58541
0.495104	2360.159	218.268	218.3176
0.265881	1356.262	39.27701	39.47955
0.212696	1109.945	31.87059	32.09774
0.720144	4628.169	191.5584	191.6274
0.735412	4487.926	250.4552	250.5086
0.263581	1391.808	38.93172	39.13528
0.344451	1880.326	57.44315	57.59955
0.623995	3948.333	147.7937	147.8765
0.658429	4398.176	190.6805	190.7465
0.22894	1197.258	32.84593	33.07299
0.179382	902.854	15.99651	16.41693
0.457239	2735.438	142.2039	142.2769
0.144319	707.4426	6.736087	7.618699
0.24334	1283.265	41.06135	41.24787
0.451158	2377.455	110.8024	110.8954
0.423612	2359.918	141.0868	141.1576
0.865123	6155.235	379.2991	379.3374
0.556595	3649.958	233.3109	233.3603
0.163453	831.323	24.06634	24.3389
0.458137	2574.978	171.0838	171.1446
0.287462	1448.672	28.40066	28.69003
0.26267	1381.854	38.16569	38.373
0.369552	2065.552	56.26743	56.43271
1.026781	7477.133	415.574	415.6121
0.86621	5934.984	294.8012	294.8505
1.074025	8345.43	555.5758	555.6049
0.230794	1178.115	30.26393	30.51102
0.392334	2030.73	123.7898	123.8673
0.545741	3247.446	228.3217	228.3716
1.584073	12341.46	908.8936	908.9148
0.184525	909.2476	28.08913	28.33313
0.60633	3683.111	235.4043	235.4555
1.125985	7307.79	557.8053	557.835
0.732124	4661.626	194.5569	194.6254
0.753243	4262.631	374.8265	374.8626
0.507136	3033.951	89.94379	90.06561
0.401546	2206.118	145.9467	146.0132
0.422716	2417.574	142.1004	142.1705
0.356964	1956.773	65.47021	65.60989
0.244537	1249.77	24.63427	24.94457
0.318121	1701.344	41.9638	42.16963
0.905029	6701.226	287.1522	287.204
0.476783	2666.239	77.14042	77.27788
0.490414	2884.716	92.1385	92.25533
